אָב|av
לִכְלוֹת|lichlot
לְהִתְכַּלּוֹת|lehitkalot
כְּלִי|kli
כִּלְיָה|kilya
לְהִתְכַּלְכֵּל|lehitkalkel
כַּלְכָּלָה|kalkala
לְכַלְכֵּל|lechalkel
לְהִיכָּלֵל|lehikalel
כְּלָל|klal
מִכְלָלָה|michlala
מִכְלוֹל|michlol
כּוֹל|kol
כּוֹלֵל|kolel
כְּלָלִי|klali
לְהַכְלִיל|lehachlil
כְּלָלוּת|klalut
לִכְלוֹל|lichlol
כָּלוּל|kalul
כַּלָּה|kala
לְהַכְלִים|lehachlim
לְהִיכָּלֵם|lehikalem
כְּלַפֵּי|klapei
לִכְמוֹהַּ|lichmoah
כַּמָּה|kama
כְּמוֹ|kmo
כַּמּוּבָן|kamuvan
כְּמוֹת|kmot
כַּמּוּת|kamut
כִּמְעַט|kim'at
כִּימּוּת|kimut
לְכַּמֵּת|lekamet
כֵּן|ken
כַּן צִיּוּר|kantziyur
כְּנֶגֶד|keneged
לְכַנּוֹת|lechanot
כִּינּוּי|kinuy
לְהִתְכַּנּוֹת|lehitkanot
כִּינָּה|kina
כַּן|kan
לְהִיכָּנֵס|lehikanes
לְהַכְנִיס|lehachnis
לְכַנֵּס|lechanes
לְהִתְכַּנֵּס|lehitkanes
כְּנֶסֶת|kneset
כְּנִיסָה|knisa
הַכְנָסָה|hachnasa
כֶּנֶס|kenes
כִּינּוּס|kinus
מִכְנָסַייִם|michnasayim
כְּנֵסִייָּה|knesiya
הִתְכַּנְּסוּת|hitkansut
לְהַכְנִיעַ|lehachnia
לְהִיכָּנֵעַ|lehikanea
הִיכָּנְעוּת|hikan'ut
כָּנָף|kanaf
כִּינּוֹר|kinor
כַּנִּרְאֶה|kanir'e
כִּיסֵּא|kise
כֵּס|kes
לְכַסֵּחַ|lechaseach
לְכַסּוֹת|lechasot
לְהִתְכַּסּוֹת|lehitkasot
מִכְסָה|michsa
מִכְסֶה|michse
כִּיסּוּי|kisuy
כְּסִיל|ksil
לִכְסוֹס|lichsos
לְהַכְסִיף|lehachsif
לְהִיכָּסֵף|lehikasef
כַּסְפּוֹמָט|kaspomat
כֶּסֶף|kesef
כַּסֶּפֶת|kasefet
כַּסְפִּי|kaspi
לִכְעוֹס|lich'os
לְהַכְעִיס|lehach'is
כַּעַס|ka'as
לְכַעֵר|lecha'er
לִכְפּוֹת|lichpot
לְהִיכָּפוֹת|lehikafot
כָּפוּי|kafuy
כְּפִייָּה|kfiya
כַּפְכָּף|kafkaf
כָּפוּל|kaful
לִכְפּוֹל|lichpol
לְהַכְפִּיל|lehachpil
הַכְפָּלָה|hachpala
כִּפְלַייִם|kiflayim
כֶּפֶל|kefel
לְהַכְפִיף|lehachfif
כָּפִיף|kafif
לְכוֹפֵף|lechofef
כִּיפָּה|kipa
לְהִתְכּוֹפֵף|lehitkofef
כָּפִיף|kafif
כְּפִיפָה|kfifa
כְּפִיפָה|kfifa
לָכוֹף|lachof
כְּפָפָה|kfafa
כַּף|kaf
כַּף|kaf
לִכְפּוֹר|lichpor
לְכַפֵּר|lechaper
כְּפָר|kfar
כַּפָּרָה|kapara
כִּיפּוּר|kipur
לְהַכְפִּישׁ|lehachpish
לִכְפּוֹת|lichpot
לְהִיכָּפֵת|lehikafet
כַּפְתּוֹר|kaftor
לְכַפְתֵּר|lechafter
לְהִתְכַּרְבֵּל|lehitkarbel
כָּרֶגַע|karega
כְּרוּב|kruv
כְּרוּב|kruv
לְהַכְרִיז|lehachriz
כָּרוֹז|karoz
כְּרוּז|kruz
מוּכְרָח|muchrach
לְהַכְרִיחַ|lehachriach
כּוֹרַח|korach
הֶכְרֵחִי|hechrechi
הֶכְרֵחַ|hechreach
כַּרְטִיס|kartis
לִכְרוֹת|lichrot
מִכְרֶה|michre
לְהִיכָּרוֹת|lehikarot
כְּרִייָּה|kriya
כָּרִישׁ|karish
כָּרוּךְ|karuch
לִכְרוֹךְ|lichroch
כְּרוּכִית|kruchit
לְהִיכָּרֵךְ|lehikarech
כֶּרֶךְ|kerech
תַּכְרִיכִים|tachrichim
תַּכְרִיךְ|tachrich
כָּרִיךְ|karich
כְּרִיכָה|kricha
כַּרְכּוֹב|karkov
כַּרְכּוֹם|karkom
לְכַרְכֵּר|lecharker
לְכַרְסֵם|lecharsem
כִּירְסוּם|kirsum
לְהַכְרִיעַ|lehachria
לִכְרוֹעַ|lichroa
כֶּרַע|kera
לְהִיכָּרֵת|lehikaret
לִכְרוֹת|lichrot
תַּכְשִׁיט|tachshit
לְכַשְׁכֵּשׁ|lechashkesh
לְהִיכָּשֵׁל|lehikashel
לְהַכְשִׁיל|lehachshil
מִכְשׁוֹל|michshol
כִּישָּׁלוֹן|kishalon
כֶּשֶׁל|keshel
לִכְשׁוֹל|lichshol
לְכַשֵּׁף|lechashef
כִּישּׁוּף|kishuf
לְהַכְשִׁיר|lehachshir
כָּשֵׁר|kasher
לִכְשׁוֹר|lichshor
כִּשְׁרוֹן|kishron
תַּכְשִׁיר|tachshir
כַּשְׁרוּת|kashrut
הֶכְשֵׁר|hechsher
כָּשִׁיר|kashir
לִכְתּוֹב|lichtov
לְהִיכָּתֵב|lehikatev
לְהַכְתִּיב|lehachtiv
לְהִתְכַּתֵּב|lehitkatev
כַּתָּב|katav
הִתְכַּתְּבוּת|hitkatvut
כְּתִיבָה|ktiva
הַכְתָּבָה|hachtava
כַּתָּבָה|katava
מִכְתָּב|michtav
כְּתָב|ktav
תִּכְתּוֹבֶת|tichtovet
כְּתוֹבֶת|ktovet
כַּתְבָן|katvan
תַּכְתִּיב|tachtiv
כָּתוּב|katuv
לְכַתֵּב|lechatev
כְּתִיב|ktiv
כּוֹתֶל|kotel
לְהַכְתִּים|lehachtim
כֶּתֶם|ketem
כָּתוֹם|katom
כּוּתּוֹנֶת|kutonet
כָּתֵף|katef
לְכַתֵּר|lechater
לְהַכְתִּיר|lehachtir
כֶּתֶר|keter
לְהִתְכַּתֵּשׁ|lehitkatesh
מַכְתֵּשׁ|machtesh
לִכְתּוֹשׁ|lichtosh
לִכְתּוֹת|lichtot
כִּיתָּה|kita
לְ־|le
לֹא|lo
לְאוֹרֶךְ|le'orech
לְאַחַר|le'achar
לְאַט|le'at
לְהַלְאוֹת|lehal'ot
מַלְאָךְ|mal'ach
מְלָאכָה|melacha
לְהַלְאִים|lehal'im
לְאוֹם|le'om
לְאוּמִּי|le'umi
לְאָן|le'an
לֵב|lev
לְלַבֵּב|lelabev
לָבִיד|lavid
לְהִתְלַבֵּט|lehitlabet
הִתְלַבְּטוּת|hitlabtut
לְלַבּוֹת|lelabot
לְלַבְלֵב|lelavlev
לְלַבֵּן|lelaben
לְהַלְבִּין|lehalbin
מַלְבֵּן|malben
לָבָן|lavan
לְבָנָה|levana
לְבֵנָה|levena
לוֹבֶן|loven
לִלְבּוֹשׁ|lilbosh
לְהִתְלַבֵּשׁ|lehitlabesh
לְהַלְבִּישׁ|lehalbish
הַלְבָּשָׁה|halbasha
תִּלְבּוֹשֶׁת|tilboshet
לְבוּשׁ|levush
לָבוּשׁ|lavush
לְהִילָּבֵשׁ|lehilavesh
לְגַבֵּי|legabei
מַלְגֵּז|malgez
מַלְגֵּזָה|malgeza
לְלַגְלֵג|lelagleg
לִלְגּוֹם|lilgom
לְדִבְרֵי|ledivrei
לְהַלְהִיב|lehalhiv
לְהִתְלַהֵב|lehitlahev
לְהִילָּהֵב|lehilahev
לִלְהוֹב|lilhov
לֶהָבָה|lehava
לִלְהוֹט|lilhot
לְהִתְלַהֵט|lehitlahet
לַהַט|lahat
לָהִיט|lahit
לִלְהוֹת|lilhot
לַהֲקָה|lahaka
לַהַק|lahak
לְלַהֵק|lelahek
לְהִתְלַהֵק|lehitlahek
הַלְווָאָה|halva'a
לִווְייָתָן|livyatan
לוּחַ|luach
לוּחִית|luchit
לְהָלִיט|lehalit
לִלְווֹת|lilvot
לְהַלְווֹת|lehalvot
לְהִתְלַוּוֹת|lehitlavot
לְהִילָּווֹת|lehilavot
לִיוּוּי|livuy
לַווְייָן|lavyan
לְלַוּוֹת|lelavot
לוּלָאָה|lula'a
לוּלָב|lulav
לְהִתְלוֹנֵן|lehitlonen
מָלוֹן|malon
תְּלוּנָה|tluna
מְלוּנָה|meluna
לְהַלִּין|lehalin
לְהָלִין|lehalin
לָלוּן|lalun
לָלוּשׁ|lalush
לַח|lach
לֶחִי|lechi
לְלַחֵךְ|lelachech
לִלְחוֹךְ|lilchoch
לִלְחוֹם|lilchom
לְהִילָּחֵם|lehilachem
לְהַלְחִים|lehalchim
לְחִימָה|lechima
לֶחֶם|lechem
מַלְחֵם|malchem
מִלְחָמָה|milchama
לְהַלְחִין|lehalchin
לַחַן|lachan
לְהַלְחִיץ|lehalchitz
לִלְחוֹץ|lilchotz
לְהִילָּחֵץ|lehilachetz
לְחִיצָה|lechitza
לַחַץ|lachatz
לִלְחוֹשׁ|lilchosh
לְהִתְלַחֵשׁ|lehitlachesh
לְהִתְלַחְשֵׁשׁ|lehitlachshesh
לְלַטֵּף|lelatef
לִלְטוֹף|liltof
לִלְטוֹשׁ|liltosh
לְלַטֵּשׁ|lelatesh
לִיטּוּשׁ|litush
לְיַד|leyad
לֵילִי|leili
לַיְלָה|layla
לִילָךְ|lilach
לְהִתְלוֹצֵץ|lehitlotzetz
מֵלִיץ|melitz
לָלִיץ|lalitz
לִלְכּוֹד|lilkod
לְלַכֵּד|lelaked
לְהִתְלַכֵּד|lehitlaked
מַלְכּוֹדֶת|malkodet
לָכוּד|lachud
לִיכּוּד|likud
לְהִילָּכֵד|lehilached
לְלַכְלֵךְ|lelachlech
לְהִתְלַכְלֵךְ|lehitlachlech
מְלוּכְלָךְ|meluchlach
לִיכְלוּךְ|lichluch
לְלַכְסֵן|lelachsen
לַכְסִין|lachsin
לִיכְסוּן|lichsun
לִלְמוֹד|lilmod
לְלַמֵּד|lelamed
לְהִילָּמֵד|lehilamed
לְהִתְלַמֵּד|lehitlamed
תַּלְמוּד|talmud
תַּלְמִיד|talmid
לִימּוּד|limud
לָמוּד|lamud
לַמָּה|lama
לְמַעַן|lema'an
לִלְעוֹג|lil'og
לוֹעֵז|lo'ez
לוֹעֲזִי|lo'azi
לוֹעֲזִיּוּת|lo'aziyut
לְהַלְעִיט|lehal'it
לְלַעְלֵעַ|lela'alea
לִלְעוֹס|lil'os
לְפִי|lefi
לִפְנֵי|lifnei
לְלַפֵּף|lelapef
לִלְפּוֹת|lilpot
לְפִיתָה|lefita
לְהִילָּקֵחַ|lehilakeach
לְהִתְלַקֵּחַ|lehitlakeach
לָקוֹחַ|lakoach
לָקַחַת|lakachat
לֶקַח|lekach
לְקִיחָה|lekicha
לְהִילָּקֵט|lehilaket
לְלַקֵּט|lelaket
יַלְקוּט|yalkut
לִלְקוֹט|lilkot
לֶקֶט|leket
לְהַלְקוֹת|lehalkot
לִלְקוֹת|lilkot
לָקוּי|lakuy
לִיקּוּי|likuy
לְלַקֵּק|lelakek
לִקְרַאת|likrat
לְרוֹחַב|lerochav
לִשְׁכָּה|lishka
הַלְשָׁנָה|halshana
לָשׁוֹן|lashon
בַּלְשָׁן|balshan
לְהַלְשִׁין|lehalshin
מֵאָה|me'a
מְאוֹד|me'od
מֵאָז|me'az
מְאַייִן|me'ayin
לְמָאֵן|lema'en
לְהִימָּאֵס|lehima'es
לְהַמְאִיס|leham'is
לִמְאוֹס|lim'os
מֵאֲשֶׁר|me'asher
מָאתַייִם|matayim
מְגַמָּה|megama
לְמַגֵּן|lemagen
לְמַגְנֵט|lemagnet
לְהִתְמַגְנֵט|lehitmagnet
מַגָּף|magaf
לְמַגֵּר|lemager
מַמְגּוּרָה|mamgura
לָמוֹד|lamod
לְהִימָּדֵד|lehimaded
מִידָּה|mida
מְדִידָה|medida
מַדָּד|madad
לְהִתְמוֹדֵד|lehitmoded
מֵימַד|memad
מַדּוּעַ|madua
מְדִינִיּוּת|mediniyut
מִידּוּר|midur
מִדְרוֹן|midron
מִדְרוֹנִי|midroni
מַה|ma
מַהוּת|mahut
מַהוּתִי|mahuti
לִמְהוֹל|limhol
לְהִימָּהֵל|lehimahel
לְהִתְמַהְמֵהַּ|lehitmahmeah
לְמַהֵר|lemaher
מָהִיר|mahir
מְהִירוּת|mehirut
לְהִימּוֹג|lehimog
לְהִתְמוֹגֵג|lehitmogeg
מוֹדֶרְנִי|moderni
מוּזֵיאוֹן|muze'on
מוּזִיקָה|muzika
לְמוֹטֵט|lemotet
לְהִתְמוֹטֵט|lehitmotet
לָמוּט|lamut
לְהִימּוֹט|lehimot
מוֹט|mot
לָמוּל|lamul
לְהִימּוֹל|lehimol
מוּל|mul
מוּסְלְמִי|muslemi
לְהָמִיר|lehamir
תְּמוּרָה|tmura
לָמוּשׁ|lamush
לָמוּת|lamut
לְהָמִית|lehamit
מָווֶת|mavet
תְּמוּתָה|tmuta
לִמְזוֹג|limzog
לְהִתְמַזֵּג|lehitmazeg
מֶזֶג|mezeg
מַזְגָן|mazgan
לְמַזֵּג|lemazeg
לְמַזֵּג|lemazeg
מַזָּל|mazal
לְהִתְמַזֵּל|lehitmazel
לְהִתְמַזְמֵז|lehitmazmez
לְמַזְמֵז|lemazmez
לְמַזְעֵר|lemaz'er
לִמְחוֹא|limcho
מְחָאָה|mecha'a
לְהַמְחִיז|lehamchiz
לְמַחְזֵר|lemachzer
מוֹחַ|moach
לִמְחוֹט|limchot
מִמְחָטָה|mimchata
לִמְחוֹת|limchot
לְהִימָּחוֹת|lehimachot
לְהִתְמַחוֹת|lehitmachot
לְמַחוֹת|lemachot
מוּמְחֶה|mumche
הִתְמַחוּת|hitmachut
מִתְמַחֶה|mitmache
לִמְחוֹל|limchol
מְחִילָה|mechila
לִמְחוֹץ|limchotz
לְהִימָּחֵץ|lehimachetz
לִמְחוֹק|limchok
לְהִימָּחֵק|lehimachek
מְחִיקָה|mechika
מָחִיק|machik
מָחָר|machar
מְחִיר|mechir
מְחִירוֹן|mechiron
מָחֳרָתַייִם|mochoratayim
לְהַמְחִישׁ|lehamchish
לְמַחְשֵׁב|lemachshev
לְהַמְטִיר|lehamtir
מַמְטֵרָה|mamtera
מָטָר|matar
מִטְרִייָּה|mitriya
מִי|mi
מַיִם|mayim
מֵימָן|meiman
מִיּוּן|miyun
מִין|min
תְּמוּנָה|tmuna
מִין|min
לְמַייֵּן|lemayen
מִיקְרוֹגַל|mikrogal
לְהָמִישׁ|lehamish
מִישֶׁהוּ|mishehu
מִישֶׁהִי|mishehi
לִמְכּוֹר|limkor
לְהִתְמַכֵּר|lehitmaker
לְהִימָּכֵר|lehimacher
מְכִירָה|mechira
מָכוּר|machur
הִתְמַכְּרוּת|hitmakrut
מֶכֶר|mecher
לְהִתְמַלֵּא|lehitmale
לִמְלֹאת|limlot
מָלֵא|male
לְמַלֵּא|lemale
מְלָאכָה|melacha
מִלְגָּה|milga
מֶלוֹן|melon
מֶלַח|melach
מָלוּחַ|maluach
לְהַמְלִיחַ|lehamliach
לְמַלֵּט|lemalet
לְהִימָּלֵט|lehimalet
לְהַמְלִיט|lehamlit
מִילּוּט|milut
מְלִיטָה|melita
מֶלֶט|melet
מֶלֶךְ|melech
מַמְלָכָה|mamlacha
לְהַמְלִיךְ|lehamlich
מַמְלַכְתִּי|mamlachti
מַלְכָּה|malka
מַלְכוּת|malchut
מַמְלַכְתִּיּוּת|mamlachtiyut
לִמְלוֹךְ|limloch
מְלוּכָה|melucha
לְמַלְכֵּד|lemalked
מִלְּכַתְּחִילָּה|milechatchila
לְמַלֵּל|lemalel
מֶלֶל|melel
מִילָּה|mila
מִילּוֹן|milon
לְמַלְמֵל|lemalmel
מְלָפְפוֹן|melafefon
לְהַמְלִיץ|lehamlitz
הַמְלָצָה|hamlatza
מֶלְצַר|meltzar
לִמְלוֹק|limlok
לְמַמֵּן|lemamen
מִימּוּן|mimun
לְמַמֵּשׁ|lemamesh
לְהִתְמַמֵּשׁ|lehitmamesh
מִימּוּשׁ|mimush
מַמָּשׁ|mamash
מַמָּשׁ|mamash
מַמָּשִׁי|mamashi
מַמָּשִׁיּוּת|mamashiyut
מִן|min
מַנְגִּינָה|mangina
מַנְגָּנוֹן|manganon
מִנְחָה|mincha
לִמְנוֹת|limnot
לְהִימָּנוֹת|lehimanot
לְמַנּוֹת|lemanot
מְנָיָה|menaya
מָנוּי|manuy
מִינּוּי|minuy
מָנָה|mana
לְהִתְמַנּוֹת|lehitmanot
לְמַנֵּן|lemanen
לִמְנוֹעַ|limnoa
לְהִימָּנֵעַ|lehimanea
מְנִיעָה|meni'a
לְמַנֵּף|lemanef
לְמַסְגֵּר|lemasger
לְמַסֵּד|lemased
מִמְסָד|mimsad
לְהִתְמַסֵּד|lehitmased
מִיסְחוּר|mischur
לְהִתְמַסְחֵר|lehitmascher
לְמַסְחֵר|lemascher
לְהִתְמַסְטֵל|lehitmastel
לְמַסּוֹת|lemasot
מִיסּוּי|misuy
מִסְכֵּן|misken
לְהִתְמַסְמֵס|lehitmasmes
לְמַסְמֵר|lemasmer
לְהִתְמוֹסֵס|lehitmoses
מַס|mas
לְהָמִיס|lehamis
תְּמִיסָּה|tmisa
לְהִימּוֹס|lehimos
לְמַסְפֵּר|lemasper
לִמְסוֹר|limsor
לְהִימָּסֵר|lehimaser
לְהִתְמַסֵּר|lehitmaser
מֶסֶר|meser
מָסוֹרֶת|masoret
מָסוֹרְתִּי|masorti
מָסוּר|masur
מְסִירוּת|mesirut
לְמַסְרֵר|lemasrer
לִמְעוֹד|lim'od
לְהַמְעִיד|leham'id
לְמַעֵט|lema'et
לְהַמְעִיט|leham'it
לְהִתְמַעֵט|lehitma'et
מָעַט|ma'at
מְעַט|me'at
מוּעָט|mu'at
מְעִי|me'i
לִמְעוֹךְ|lim'och
לְהִימָּעֵךְ|lehima'ech
מְעִיל|me'il
לִמְעוֹל|lim'ol
מֵעַל|me'al
לְמַעֵן|lema'en
מַעַן|ma'an
לִמְעוֹן|lim'on
מֵעַתָּה|me'ata
מַפָּה|mapa
לְמַפּוֹת|lemapot
מִפְּנֵי|mipnei
מוֹפֵת|mofet
לִמְצוֹא|limtzo
לְהִימָּצֵא|lehimatze
לְהַמְצִיא|lehamtzi
הִתְמַצְּאוּת|hitmatz'ut
הִימָּצְאוּת|himatz'ut
הַמְצָאָה|hamtza'a
מְצִיאוּת|metzi'ut
לְהִתְמַצֵּא|lehitmatze
מְצִיאָה|metzi'a
מִיצּוּב|mitzuv
לְמַצֵּב|lematzev
מֵצַח|metzach
לְמַצּוֹת|lematzot
לִמְצוֹת|limtzot
מָצוּי|matzuy
תַּמְצִית|tamtzit
מִיץ|mitz
לְמַצְמֵץ|lematzmetz
אֶמְצָעוּת|emtza'ut
אֶמְצַע|emtza
לִמְצוֹץ|limtzotz
לְהִימָּצֵץ|lehimatzetz
מְצִיצָה|metzitza
לְהִתְמַצֵּק|lehitmatzek
מִצְרִי|mitzri
מִצְרַייִם|mitzrayim
לְמַקֵּד|lemaked
לְהִתְמַקֵּד|lehitmaked
מִיקּוּד|mikud
מִיקּוּד|mikud
לְהִתְמַקֵּחַ|lehitmakeach
מִקְטוֹרֶן|miktoren
לְמַקֵּם|lemakem
לְהִתְמַקֵּם|lehitmakem
מִיקּוּם|mikum
לְמַקְסֵס|lemakses
לְמַקֵּף|lemakef
לְהִתְמַקְצֵעַ|lehitmaktzea
לְהִימֵּק|lehimek
לְמַקֵּשׁ|lemakesh
מַר|mar
לְהַמְרִיא|lehamri
הַמְרָאָה|hamra'a
לִמְרוֹד|limrod
לְהִתְמָרֵד|lehitmared
מֶרֶד|mered
מַרְדָן|mardan
לִמְרוֹחַ|limroach
לְהִימָּרֵחַ|lehimareach
לִמְרוֹט|limrot
לְהַמְרוֹת|lehamrot
מָרִית|marit
לְמַרְכֵּז|lemarkez
לְהִתְמַרְכֵּז|lehitmarkez
לְמַרְמֵר|lemarmer
לְהִתְמַרְמֵר|lehitmarmer
לְמַרְפֵּק|lemarpek
לְהַמְרִיץ|lehamritz
הַמְרָצָה|hamratza
מֶרֶץ|meretz
תַּמְרִיץ|tamritz
תַּמְרוּק|tamruk
מָרָק|marak
לְמָרֵק|lemarek
מָרִיר|marir
לְהָמֵר|lehamer
לְמָרֵר|lemarer
מַר|mar
מַשָּׂא|masa
מַשָּׂאִית|masa'it
לְהַמְשִׂיג|lehamsig
מַשֶּׁהוּ|mashehu
מְשׁוּפְשָׁף|meshufshaf
לִמְשׁוֹחַ|limshoach
מִשְׁחָה|mishcha
מָשִׁיחַ|mashiach
לִמְשׁוֹת|limshot
לְהִימָּשׁוֹת|lehimashot
מְשִׁיכָה|meshicha
לִמְשׁוֹךְ|limshoch
לְהִימָּשֵׁךְ|lehimashech
לְהִתְמַשֵּׁךְ|lehitmashech
לְהַמְשִׁיךְ|lehamshich
הֶמְשֵׁךְ|hemshech
מֶשֶׁךְ|meshech
הִימָּשְׁכוּת|himashchut
לְמַשְׁכֵּן|lemashken
לִמְשׁוֹל|limshol
לְהַמְשִׁיל|lehamshil
לְהִימָּשֵׁל|lehimashel
מָשָׁל|mashal
מֶמְשֶׁלֶת|memshelet
מֶמְשַׁלְתִּי|memshalti
מוֹשֵׁל|moshel
לְמַשְׁמֵעַ|lemashmea
לְמַשְׁמֵשׁ|lemashmesh
מֶשֶׁק|meshek
מִמְשָׁק|mimshak
מִשְׁקְפֵי שֵׁמֶשׁ|mishkefeishemesh
לְמַשֵּׁשׁ|lemashesh
לְמַתֵּג|lemateg
מֶתֶג|meteg
לִמְתּוֹחַ|limtoach
לְהִימָּתֵחַ|lehimateach
מְתִיכוּת|metichut
מֶתַח|metach
מֶתַח|metach
מָתוּחַ|matuach
מָתִיחַ|matiach
לְהִתְמַתֵּחַ|lehitmateach
מִתַּחַת|mitachat
מָתַי|matay
מָתֶמָטִיקָה|matematika
לְמַתֵּן|lematen
לְהַמְתִּין|lehamtin
לְהַמְתִּיק|lehamtik
מַמְתָּק|mamtak
מָתוֹק|matok
נָא|na
לִנְאוֹת|lin'ot
לִנְאוֹם|lin'om
נְאוּם|ne'um
לְנָאֵף|lena'ef
לִנְאוֹף|lin'of
נִיאוּף|ni'uf
לְנָאֵץ|lena'etz
לִנְאוֹק|lin'ok
נְאָקָה|ne'aka
לְנַבֵּא|lenabe
לְהִתְנַבֵּא|lehitnabe
לְהִינָּבֵא|lehinave
נְבוּאָה|nevu'a
נָבִיא|navi
לִנְבּוֹחַ|linboach
נַבְחָן|navchan
לְהַנְבִּיט|lehanbit
לְהַבִּיט|lehabit
מַבָּט|mabat
לִנְבּוֹט|linbot
הֶיבֵּט|hebet
לִנְבּוֹל|linbol
נָבָל|naval
לִנְבּוֹעַ|linboa
לְהַבִּיעַ|lehabia
הַבָּעָה|haba'a
לִנְבּוֹר|linbor
לְנַגֵּב|lenagev
לְהִתְנַגֵּב|lehitnagev
מַגֶּבֶת|magevet
מַגֵּב|magev
מַגְּבוֹן|magvon
לְהַנְגִּיד|lehangid
נַגָּד|nagad
לְהִתְנַגֵּד|lehitnaged
הִתְנַגְּדוּת|hitnagdut
מְנוּגָּד|menugad
אַגָּדָה|agada
נֶגֶד|neged
הַגָּדָה|hagada
לְהַגִּיד|lehagid
לִנְגּוֹד|lingod
לִנְגּוֹהַּ|lingoah
לְהַגִּיהַּ|lehagiah
נוֹגַהּ|nogah
לִנְגּוֹחַ|lingoach
נַגָּח|nagach
לְנַגֵּן|lenagen
נִיגּוּן|nigun
לְהִתְנַגֵּן|lehitnagen
לִנְגּוֹס|lingos
מַגָּע|maga
לְהַגִּיעַ|lehagia
לָגַעַת|laga'at
לְנַגֵּעַ|lenagea
נֶגַע|nega
נָגוּעַ|nagua
הַגָּעָה|haga'a
לְהִינָּגַע|lehinaga
לְהִינָּגֵף|lehinagef
לְהִינָּגֵר|lehinager
נַגָּר|nagar
לְנַגֵּר|lenager
לָגֶשֶׁת|lageshet
לְהַגִּישׁ|lehagish
לְהַנְגִּישׁ|lehangish
הִתְנַגְּשׁוּת|hitnagshut
נָגִישׁ|nagish
לְהִתְנַגֵּשׁ|lehitnagesh
גִּישָׁה|gisha
מַגָּשׁ|magash
לְנַדֵּב|lenadev
לְהִתְנַדֵּב|lehitnadev
נְדָבָה|nedava
הִתְנַדְּבוּת|hitnadvut
נָדִיב|nadiv
נְדִיבוּת|nedivut
לִנְדּוֹב|lindov
לִנְדּוֹד|lindod
